62  62  62  62  62  62  62  62  62  62  181  
62  62  62  62  62  62  62  62  62  62  181  
62  62  62  62  62  62  62  62  62  121  181  
62  62  62  62  62  62  62  62  91  121  181  
62  62  62  62  62  62  62  76  91  136  181  
62  62  62  62  62  62  69  76  106  136  181  
62  62  62  62  62  65  69  87  106  143  181  
62  62  62  62  63  65  76  87  115  143  181  
62  62  62  62  63  69  76  95  115  148  181  
62  62  62  62  65  69  82  95  121  148  181  
62  62  62  63  65  73  82  101  121  151  181  
62  62  62  63  68  73  87  101  126  151  181  
62  62  62  65  68  77  87  106  126  153  181  
62  62  63  65  71  77  91  106  129  153  181  
62  62  63  67  71  81  91  110  129  155  181  
62  62  64  67  74  81  95  110  132  155  181  
62  63  64  69  74  84  95  113  132  156  181  
62  63  66  69  76  84  98  113  134  156  181  
62  64  66  71  76  87  98  116  134  157  181  
62  64  67  71  79  87  101  116  136  157  181  
62  64  67  73  79  90  101  118  136  158  181  
62  64  68  73  81  90  104  118  138  158  181  
62  65  68  74  81  92  104  121  138  159  181  
62  65  69  74  83  92  106  121  140  159  181  
62  65  69  76  83  94  106  123  140  160  181  
62  65  70  76  85  94  108  123  141  160  181  
62  66  70  77  85  96  108  124  141  161  181  
62  66  71  77  86  96  110  124  142  161  181  
62  66  71  78  86  98  110  126  142  161  181  
62  66  72  78  88  98  112  126  143  161  181  
62  67  72  80  88  100  112  127  143  162  181  
62  67  73  80  90  100  113  127  144  162  181  
62  67  73  81  90  101  113  128  144  162  181  
62  67  74  81  91  101  114  128  145  162  181  
62  68  74  82  91  102  114  129  145  163  181  
62  68  75  82  92  102  115  129  146  163  181  
62  68  75  83  92  103  115  130  146  163  181  
62  68  75  83  93  103  116  130  146  163  181  
62  68  75  84  93  104  116  131  146  163  181  
62  68  76  84  94  104  117  131  147  163  181  
62  69  76  85  94  105  117  132  147  164  181  
62  69  77  85  95  105  118  132  148  164  181  
62  69  77  86  95  106  118  133  148  164  181  
62  69  77  86  96  106  119  133  148  164  181  
62  69  77  86  96  107  119  133  148  164  181  
62  69  77  86  96  107  120  133  148  164  181  
62  69  77  86  96  108  120  134  148  164  181  
62  69  77  86  97  108  121  134  149  164  181  
62  69  77  87  97  109  121  135  149  165  181  
62  69  78  87  98  109  122  135  150  165  181  
62  70  78  88  98  110  122  136  150  165  181  
62  70  79  88  99  110  123  136  150  165  181  
62  70  79  89  99  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
62  70  79  89  100  111  123  136  150  165  181  
